pro_com_t,mail
014021,amministrazione@comune.cino.so.it
014022,info@comune.civo.so.gov.it
014025,amministrazione@comune.dazio.so.it
014026,amministrazione@comune.delebio.so.it
014027,ufficioprotocollo@comune.dubino.so.it
014028,info@comune.faedovaltellino.so.it
014029,amministrazione@comune.forcola.so.it
014031,amministrazione@comune.gerolaalta.so.it
014032,info@comune.gordona.so.it
014033,protocollo@comune.grosio.so.it
014034,protocollo@comune.grosotto.so.it
014035,info@comune.madesimo.so.it
014037,segreteria@comune.livigno.so.it
014038,protocollo@comune.lovero.so.it
014039,amministrazione@comune.mantello.so.it
014040,protocollo@comune.mazzo.so.it
014041,amministrazione@comune.mello.so.it
014043,info@comune.mese.so.it
014044,info@comune.montagnainvaltellina.so.it
014045,municipio@comune.morbegno.so.it
014046,ragioneria@comune.novatemezzola.so.it
014047,amministrazione@comune.pedesina.so.it
014048,amministrazione@comune.piantedo.so.it
014049,info@comune.piateda.so.it
014050,ufficio.protocollo@comune.piuro.so.it
014052,info@comune.ponteinvaltellina.so.it
014053,info@comune.postalesio.so.it
014055,amministrazione@comune.rasura.so.it
014056,amministrazione@comune.rogolo.so.it
014057,info@comune.samolaco.so.it
014058,segreteria@comune.sangiacomofilippo.so.it
014059,protocollo@comune.sernio.so.it
014060,info@comune.sondalo.so.it
014061,info@comune.sondrio.it
014062,info@comune.spriana.so.it
014063,info@comune.talamona.so.it
014066,ufficio.protocollo@comune.tirano.so.it
014067,info@comune.torredisantamaria.so.it
014068,protocollo@comune.tovo.so.it
014069,amministrazione@comune.traona.so.it
014071,info@comune.valdidentro.so.it
014072,info@comune.valdisotto.so.it
014073,info@comune.valfurva.so.it
014074,segreteria@comune.valmasino.so.it
014075,ragioneria@comune.verceia.so.it
014076,ragioneria@comune.vervio.so.it
014077,info@comune.villadichiavenna.so.it
015002,protocollo@comune.abbiategrasso.mi.it
015005,finanze@comune.albairate.mi.it
015010,protocollo@comune.arluno.mi.it
015011,sportelloalcittadino@comune.assago.mi.it
015016,segreteria.bellinzagolombardo@unioneaddamartesana.it
015022,segreteria@comune.besate.mi.it
015026,comune@boffaloraticino.it
015032,sic@bresso.net
015035,ragioneria@comune.bubbiano.mi.it
015036,ced@comune.buccinasco.mi.it
015041,protocollo@comune.bustogarolfo.mi.it
015042,segreteria@comune.calvignasco.mi.it
015046,info@comune.canegrate.mi.it
015050,finanziaria@comune.carpiano.mi.it
015058,protocollo@comune.casorezzo.mi.it
015061,croce@comune.cassinettadilugagnano.mi.it
015071,protocollo@comune.cerroallambro.mi.it
015074,urp@comune.cesano-boscone.mi.it
015076,protocollo@comune.cesate.mi.it
015078,passerini@comune.cisliano.mi.it
015082,domenico.puglia@unioneaddetta.mi.gov.it
015085,servizio.protocollo@comune.corbetta.mi.it
015086,comune.cormano@comune.cormano.mi.it
015087,segreteriagenerale@comune.cornaredo.mi.it
015093,ufficio.protocollo@comune.corsico.mi.it
015096,segreteria@comune.cuggiono.mi.it
015097,protocollo@comune.cusago.mi.it
015101,ragioneria@comune.dresano.mi.it
015103,comune@comune.gaggiano.mi.it
015105,protocollo@comune.garbagnate-milanese.mi.it
015106,protocollo@comune.gessate.mi.it
015112,protocollo@gudo.it
015115,sportelloalcittadino@comune.lacchiarella.mi.it
015122,info@comune.liscate.mi.it
015125,comune@comune.locateditriulzi.mi.it
015131,info@comune.magnago.mi.it
015142,spaziocitta@comune.melzo.mi.it
015146,protocollo@comune.milano.it
015150,ufficioanagrafe@comune.morimondo.mi.it
015159,segreteriagenerale@comune.opera.mi.it
015164,municipio@comunediossona.it
015165,info@comune.ozzero.mi.it
015166,urp@comune.paderno-dugnano.mi.it
015167,segreteria@comune.pantigliate.mi.it
015168,comune@comune.parabiago.mi.it
015172,protocollo@comune.pessanoconbornago.mi.it
015176,info@poglianomilanese.org
015177,protocollo@comune.pozzodadda.mi.it
015178,giampiero.cominetti@unioneaddamartesana.it
015181,info@comune.rescaldina.mi.it
015184,protocollo@comune.robeccosulnaviglio.mi.it
015188,protocollo@comune.rosate.mi.it
015194,info@sangiorgiosl.org
015200,comune@comune.santostefanoticino.mi.it
015202,protocollo@comune.sanzenoneallambro.mi.it
015205,urp@comune.segrate.mi.it
015206,urp@comune.senago.mi.it
015211,protocollo@comune.settimomilanese.mi.it
015219,info@comune.trezzanorosa.mi.it
015221,protocollo@comune.trezzosulladda.mi.it
015222,ragioneria@comune.tribiano.mi.it
015229,segreteria@comune.vanzago.mi.it
015236,info@comune.vernate.mi.it
015242,protocollo@comune.vimodrone.milano.it
015243,uff.protocollo@comune.vittuone.mi.it
015244,domenico.puglia@unioneaddetta.mi.gov.it
015248,info@comune.villacortese.mi.it
015249,info@comune.vanzaghello.mi.it
016001,segreteria.protocollo@comune.adrarasm.bg.it
016002,protocollo@comune.adrarasanrocco.bg.it
016003,info@comune.albano.bg.it
016005,info@comune.alme.bg.it
016008,protocollo@comune.alzano.bg.it
016009,tecnico@comune.ambivere.bg.it
016010,protocollo@comune.antegnate.bg.it
016011,info@comune.arcene.bg.it
016012,info@comune.ardesio.bg.it
016014,info@comune.averara.bg.it
016015,info@comunediaviatico.it
016021,protocollo@comune.barzana.bg.it
016023,segreteria@comune.berbenno.bg.it
016024,ggori@comune.bg.it
016026,info@comune.bianzano.bg.it
016027,info@comune.blello.bg.it
016028,protocollo@comune.bolgare.bg.it
016029,info@comune.boltiere.bg.it
016032,info@comune.borgo-di-terzo.bg.it
016033,info@comune.bossico.bg.it
016034,protocollo@comune.bottanuco.bg.it
016035,ragioneria@comune.bracca.bg.it
016040,ufficio.protocollo@comune.brignano.bg.it
016041,demografici@comune.brumano.bg.it
016042,info@comune.brusaporto.bg.it
016043,segreteria@comune.calcinate.bg.it
016044,info@comune.calcio.bg.it
016046,affarigenerali@comune.caluscodadda.bg.it
016047,protocollo@comunecalvenzano.net
016048,info@comune.cameratacornello.bg.it
016053,urp@comune.caravaggio.bg.it
016055,uff.protocollo@comune.carobbio.bg.it
016056,info@comune.carona.bg.it
016057,info@comune.carvico.bg.it
016058,info@comune.casazza.bg.it
016059,segreteria@comune.casirate.bg.it
016060,protocollo@comune.casnigo.bg.it
016061,info@comune.cassiglio.bg.it
016063,ragioneria@comune.castelrozzone.bg.it
016064,info@comune.castione.bg.it
016065,info@comune.castro.bg.it
016067,segreteria@comune.cazzano.bg.it
016068,info@comune.cenatesopra.bg.it
016069,demo@comune.cenatesotto.bg.it
016070,ragioneria@comune.cene.bg.it
016071,info@comune.cerete.bg.it
016072,protocollo@comune.chignolodisola.bg.it
016073,info@comune.chiuduno.bg.it
016077,protocollo@comune.clusone.bg.it
016078,info@comune.colere.bg.it
016079,protocollo@comune.colognoalserio.bg.it
016080,segreteria@comune.colzate.bg.it
016082,comune.cornaimagna@virgilio.it
016083,segreteria@comune.cortenuova.bg.it
016084,amministrazione@comune.costadimezzate.bg.it
016085,protocollo@comune.costavalleimagna.bg.it
016086,protocollo@comune.costavolpino.bg.it
016087,ufficio.segreteria@comune.covo.bg.it
016088,segreteria@comune.credaro.bg.it
016089,info@comune.curno.bg.it
016090,info@comune.cusio.bg.it
016092,info@comune.dossena.bg.it
016094,info@comune.entratico.bg.it
016097,ragioneria@comune.faraolivanaconsola.bg.it
016098,info@comune.filago.bg.it
016099,info@comune.finodelmonte.bg.it
016100,segreteria@comune.fioranoalserio.bg.it
016101,info@comune.fontanella.bg.it
016102,info@comune.fonteno.bg.it
016105,ufficioprotocollo@comune.fornovosangiovanni.bg.it
016106,fuipiano_valleimagna@tin.it
016107,ragioneria@comune.gandellino.bg.it
016108,info@comune.gandino.bg.it
016109,segreteria@comune.gandosso.bg.it
016111,info@comune.gazzaniga.bg.it
016113,protocollo@comuneghisalba.it
016114,segreteria@comune.gorlago.bg.it
016116,protocollo@comune.gorno.bg.it
016117,protocollo@grassobbio.eu
016118,anagrafe@comune.gromo.bg.it
016119,info@comune.grone.bg.it
016121,info@comune.isoladifondra.bg.it
016122,info@comune.isso.bg.it
016123,segreteria@comune.lallio.bg.it
016124,info@comune.leffe.bg.it
016125,info@comune.lenna.bg.it
016127,comunedilocatello@gmail.com
016128,info@comune.lovere.bg.it
016130,info@comune.luzzana.bg.it
016132,protocollo@comune.mapello.bg.it
016134,info@comune.mezzoldo.bg.it
016135,protocollo@comune.misano.bg.it
016136,info@comune.moiodecalvi.bg.it
016137,info@comune.monasterolo-del-castello.bg.it
016140,protocollo@comune.morengo.bg.it
016141,info@comune.mornicoalserio.bg.it
016142,info@comune.mozzanica.bg.it
016144,segreteria@nembro.net
016145,info@comune.olmoalbrembo.bg.it
016147,info@comune.oltressendaalta.bg.it
016148,info@comune.oneta.bg.it
016149,info@comune.onore.bg.it
016150,info@comune.orioalserio.bg.it
016151,info@comune.ornica.bg.it
016152,affarigenerali@comune.osiosopra.bg.it
016153,segreteria@comune.osiosotto.bg.it
016154,info.pagazzano@comune.pagazzano.bg.it
016155,protocollo@comune.paladina.bg.it
016156,segreteria@comune.palazzago.bg.it
016157,protocollo@comune.palosco.bg.it
016158,info@comune.parre.bg.it
016159,protocollo@comune.parzanica.bg.it
016160,protocollo@comune.pedrengo.bg.it
016161,segreteria@comune.peia.bg.it
016162,info@comune.pianico.bg.it
016165,info@comune.piazzatorre.bg.it
016166,info@comune.piazzolo.bg.it
016167,info@comune.pognano.bg.it
016168,info@comune.pontenossa.bg.it
016169,info@comune.ponteranica.bg.it
016173,catia.pievani@comunepradalunga.it
016174,protocollo@comune.predore.bg.it
016175,segreteria@comune.premolo.bg.it
016176,protocollo@comune.presezzo.bg.it
016178,segreteria@comune.ranica.bg.it
016179,info@comune.ranzanico.bg.it
016180,ragioneria@comune.rivadisolto.bg.it
016182,info@comune.rogno.bg.it
016183,affari.generali@comune.romano.bg.it
016185,protocollo@comune.roncola.bg.it
016186,protocollo@comune.rotadimagna.bg.it
016187,info@comune.rovetta.bg.it
016188,affari-generali@sangiovannibianco.org
016189,comune@comune.sanpaolodargon.bg.it
016190,info@comune.sanpellegrinoterme.bg.it
016191,info@comune.santabrigida.bg.it
016193,protocollo@comune.sarnico.bg.it
016194,protocollo@comune.scanzorosciate.bg.it
016196,segreteria@comune.sedrina.bg.it
016199,info@comune.serina.bg.it
016200,info@comune.solto-collina.bg.it
016201,info@comune.songavazzo.bg.it
016202,segreteria@comune.sorisole.bg.it
016203,affarigenerali@comune.sottoilmontegiovannixxiii.bg.it
016205,alessandra.giudici@comune.spinone-al-lago.bg.it
016206,sindaco@comune.spirano.bg.it
016210,info@comune.taleggio.bg.it
016211,protocollo@comune.tavernola-bergamasca.bg.it
016212,info@comune.telgate.bg.it
016213,protocollo@comune.ternodisola.bg.it
016214,comune@comune.torreboldone.bg.it
016219,info@comune.treviglio.bg.it
016221,segreteria@comune.ubialeclanezzo.bg.it
016222,info@urgnano.eu
016223,info@comune.valbondione.bg.it
016226,info@comune.valleve.bg.it
016227,info@comune.valnegra.bg.it
016229,info@comune.valtorta.bg.it
016230,comunedivedeseta@tin.it
016232,info@comune.verdellino.bg.it
016234,info@comune.vertova.bg.it
016235,protocollo@comune.viadanica.bg.it
016236,info@comune.vigano-san-martino.bg.it
016237,protocollo@comune.vigolo.bg.it
016238,protocollo@comune.villadadda.bg.it
016239,protocollo@comune.villadalme.bg.it
016242,giulio.canedi@comune.villongo.bg.it
016243,info@comune.vilminore.bg.it
016244,info@comune.zandobbio.bg.it
016245,comune@comune.zanica.bg.it
016246,info@comune.zogno.bg.it
016247,info@comune.costaserina.bg.it
016248,info@comune.algua.bg.it
016249,info@comune.cornalba.bg.it
016250,protocollo@comune.medolago.bg.it
016251,segreteria@comune.solza.bg.it
016252,info@comune.santomobonoterme.bg.it
016253,protocollo@comune.valbrembilla.bg.it
017003,segreteria@comune.agnosine.bs.it
017004,info@comune.alfianello.bs.it
017005,info@comune.anfo.bs.it
017007,info@comune.artogne.bs.it
017011,segreteria@comune.barbariga.bs.it
017012,segreteria@comune.barghe.bs.it
017013,monica.cremaschini@comune.bassano-bresciano.bs.it
017015,info@comune.berlingo.bs.it
017016,info@comune.berzo-demo.bs.it
017017,info@comune.berzo-inferiore.bs.it
017018,info@comune.bienno.bs.it
017019,protocollo@comune.bione.bs.it
017020,info@comune.borgosangiacomo.bs.it
017021,segreteria@comune.borgosatollo.bs.it
017024,info@comune.bovegno.bs.it
017026,segreteria@comune.brandico.bs.it
017027,info@comune.braone.bs.it
017028,info@comune.breno.bs.it
017030,comunebrione@libero.it
017031,ufficio.segreteria@comune.caino.bs.it
017032,segreteria@comune.calcinato.bs.it
017034,info@comune.calvisano.bs.it
017035,sindaco@comune.capo-di-ponte.bs.it
017036,info@comune.capovalle.bs.it
017037,info@comune.capriano.bs.it
017038,g.belometti@capriolo.org
017039,mariagabriella.passeri@comune.carpenedolo.bs.it
017040,protocollo@comunecastegnato.org
017042,protocollo@comune.castelmella.bs.it
017047,info@comune.cedegolo.bs.it
017049,info@comune.cerveno.bs.it
017050,info@comune.ceto.bs.it
017051,info@comune.cevo.bs.it
017054,info@comune.cimbergo.bs.it
017055,uff.segreteria@comune.cividate-camuno.bs.it
017056,segreteria@comune.coccaglio.bs.it
017058,giorgio@comune.collio.bs.it
017059,protocollo@comune.cologne.bs.it
017061,protocollo@comune.concesio.brescia.it
017062,comune@comune.cortefranca.bs.it
017063,info@comune.corteno-golgi.bs.it
017065,sindaco@darfoboarioterme.net
017067,protocollo@comune.desenzano.brescia.it
017068,sindaco@comune.edolo.bs.it
017069,protocollo@comune.erbusco.bs.it
017072,protocollo@comune.flero.bs.it
017073,comune@comune.gambara.bs.it
017076,segreteria@comune.gargnano.bs.it
017077,protocollo@comune.gavardo.bs.it
017078,protocollo@comune.ghedi.brescia.it
017079,info@comune.gianico.bs.it
017080,segreteria@gottolengo.com
017081,protocollo@comune.gussago.bs.it
017082,segreteria@comune.idro.bs.it
017083,info@comune.incudine.bs.it
017084,segreteria@comune.irma.bs.it
017086,protocollo@comune.isorella.bs.it
017087,info@comune.lavenone.bs.it
017090,info@comune.lodrino.bs.it
017091,info@comune.lograto.bs.it
017093,comune.longhena@libero.it
017094,info@comune.losine.bs.it
017095,info@comune.lozio.bs.it
017098,info@comune.magasa.bs.it
017099,info@comune.mairano.bs.it
017100,info@comune.malegno.bs.it
017101,info@comune.malonno.bs.it
017102,ragioneria@comune.manerbadelgarda.bs.it
017103,protocollo@comune.manerbio.bs.it
017104,comune@comune.marcheno.bs.it
017105,protocollo@comune.marmentino.bs.it
017106,info@comune.marone.bs.it
017107,segreteria@comune.mazzano.bs.it
017109,segreteria@comune.monigadelgarda.bs.it
017110,info@comune.monno.bs.it
017111,finanziario@comune.monteisola.bs.it
017112,franca.buffoli@comune.monticellibrusati.bs.it
017114,comune.montirone@comune.montirone.bs.it
017115,info@comune.mura.bs.it
017116,segreteria@comune.muscoline.bs.it
017121,ufficio.ragioneria@comune.odolo.bs.it
017122,ufficio.ragioneria@comune.offlaga.bs.it
017124,info@comune.ono-san-pietro.bs.it
017126,protocollo@comune.orzivecchi.bs.it
017128,info@comune.ossimo.bs.it
017130,info@comune.padernofranciacorta.bs.it
017131,info@comune.paisco-loveno.bs.it
017134,ragioneria@comune.paratico.bs.it
017135,info@comune.paspardo.bs.it
017136,protocollo@comune.passirano.bs.it
017137,protocollo@pavonemella.it
017138,ragioneria@comune.sanpaolo.bs.it
017139,info@comune.perticaalta.bs.it
017140,info@comune.perticabassa.bs.it
017141,info@comune.pezzaze.bs.it
017142,info@comune.piancamuno.bs.it
017143,info@comune.pisogne.bs.it
017145,info@comune.polpenazzedelgarda.bs.it
017146,affari.generali@comune.pompiano.brescia.it
017148,comune.ponte.rag@tiscali.it
017149,comune@comune.pontevico.bs.it
017152,municipio@comune.pralboino.bs.it
017155,protocollo@comune.prevalle.bs.it
017156,p.corridori@comune.provagliodiseo.bs.it
017157,segreteria@comune.provagliovalsabbia.bs.it
017158,segreteria@comune.puegnagodelgarda.bs.it
017159,segreteria@quinzano.it
017160,info@comune.remedello.bs.it
017162,segreteria@comune.roccafranca.bs.it
017166,protocollo@comune.rovato.bs.it
017168,anagrafe@comune.sabbio.bs.it
017169,info@comune.sale-marasino.bs.it
017172,ragioneria@comunesangervasio.it
017173,anagrafe_commercio@comune.sanzenonaviglio.bs.it
017176,info@comune.sellero.bs.it
017177,info@comune.seniga.bs.it
017179,g.montorio@sirmionebs.it
017180,protocollo@comune.soiano-del-lago.bs.it
017181,info@comune.sonico.bs.it
017182,info@comune.sulzano.bs.it
017183,protocollo@comune.tavernolesulmella.bs.it
017184,info@comune.temu.bs.it
017185,segreteria@comune.tignale.bs.it
017187,protocollo@comune.toscolanomaderno.bs.it
017190,info@comune.trenzano.bs.it
017191,info@comune.trevisobresciano.bs.it
017193,ragioneria@comune.vallioterme.bs.it
017194,info@comune.valvestino.bs.it
017195,ced@comune.verolanuova.bs.it
017197,info@comune.vestone.bs.it
017198,info@comune.vezza-d-oglio.bs.it
017200,segreteria@comune.villachiara.bs.it
017201,rag@comune.villanuova-sul-clisi.bs.it
017202,uff.segreteria@comune.vione.bs.it
017205,info@comune.zone.bs.it
017206,uff.segreteria@comune.piancogno.bs.it
018001,protocollo@comune.alagna.pv.it
018002,albaredoa@tiscali.it
018005,segreteria@comunearenapo.it
018006,protocollo@comune.badiapavese.pv.it
018007,info@comune.bagnaria.pv.it
018008,protocollo@comune.barbianello.pv.it
018009,info@comune.bascape.pv.it
018011,info@comune.bastidapancarana.pv.it
018012,battuda@comune.battuda.pv.it
018013,info@comune.belgioioso.pv.it
018014,protocollo@comune.bereguardo.pv.it
018015,marchioni@comune.borgarello.pv.it
018016,vigilanza@comune.borgopriolo.pv.it
018017,ragioneria@comune.borgoratto-mormorolo.pv.it
018018,info@comune.borgosansiro.pv.it
018019,urp@comune.bornasco.pv.it
018020,info@comune.bosnasco.pv.it
018021,comune.brallo@virgilio.it
018023,info@comune.bressanabottarone.pv.it
018024,info@comune.broni.pv.it
018026,campospinoso@libero.it
018027,info@comune.candialomellina.pv.it
018029,ragioneria@comune.cannetopavese.pv.it
018030,info@comune.carbonaraalticino.pv.it
018031,info@comune.casanovalonati.pv.it
018032,info@comune.casatisma.pv.it
018035,cassolo@comune.cassolnovo.pv.it
018036,amministrativo@comune.castana.pv.it
018037,info@comune.casteggio.pv.it
018038,info@comune.castellettodibranduzzo.pv.it
018040,info@comune.castelnovetto.pv.it
018041,info@comune.cavamanara.pv.it
018042,info@comune.cecima.pv.it
018043,info@comune.ceranova.pv.it
018044,info@comune.cerettolomellina.pv.it
018046,segreteria@comunecertosadipavia.it
018047,protocollo@comune.cervesina.pv.it
018048,ragioneria@comune.chignolopo.pv.it
018049,servizifinanziari@comune.cigognola.pv.it
018050,info@comune.cilavegna.pv.it
018051,info@comune.codevilla.pv.it
018052,anagrafe@comune.confienza.pv.it
018053,ufficioragioneria@comune.copiano.pv.it
018054,info@comune.corana.pv.it
018057,segreteria@comune.corvino-san-quirico.pv.it
018058,segreteria@comune.costadenobili.pv.it
018059,comunedicozzo@libero.it
018060,info@comune.curacarpignano.pv.it
018061,info@comune.dorno.pv.it
018062,ragioneria@comune.ferreraerbognone.pv.it
018063,ragioneria@comune.filighera.pv.it
018064,comune.fortunago@libero.it
018065,demografici@comune.frascarolo.pv.it
018067,comune.gambarana@libero.it
018069,protocollo@comune.garlasco.pv.it
018072,segreteria@comune.giussago.pv.it
018074,protocollo@comune.golferenzo.pv.it
018075,protocollo@comune.gravellonalomellina.pv.it
018076,info@comune.gropellocairoli.pv.it
018077,info@comune.invernoemonteleone.pv.it
018078,info@comune.landriano.pv.it
018079,ragioneria.langosco@libero.it
018080,ragioneria@comune.lardirago.pv.it
018081,ufficio.ragioneria@comune.linarolo.pv.it
018085,info@comune.magherno.pv.it
018086,marcignago@comune.marcignago.pv.it
018087,info@comune.marzano.pv.it
018089,protocollo@comune.menconico.pv.it
018091,uffici.comunali@comune.mezzanarabattone.pv.it
018094,anagrafe@comune.montaltopavese.pv.it
018095,info@comune.montebellodellabattaglia.pv.it
018096,protocollo@comune.montecalvo.pv.it
018097,anagrafe@comune.montescano.pv.it
018099,anagrafe@comune.monticellipavese.pv.it
018100,protocollo@comune.montubeccaria.pv.it
018101,ragioneria@comunemornicolosana.pv.it
018102,protocollo@comune.mortara.pv.it
018103,info@comune.nicorvo.pv.it
018105,protocollo@comune.olivagessi.pv.it
018106,amministrazione@comune.ottobiano.pv.it
018107,protocollo@comune.palestro.pv.it
018108,info@comune.pancarana.pv.it
018109,parona@comune.parona.pv.it
018111,ragioneria@comune.pietradegiorgi.pv.it
018112,comunepievealbignola@libero.it
018113,segreteria@comune.pievedelcairo.pv.it
018115,urp@comune.pinarolopo.pv.it
018116,info@comune.pizzale.pv.it
018117,info@comune.pontenizza.pv.it
018118,info@comune.portalbera.pv.it
018119,municipio@comune.rea.pv.it
018120,info@comune.redavalle.pv.it
018121,segreteria@comune.retorbido.pv.it
018122,informazioni@comune.rivanazzanoterme.pv.it
018123,delibere@comune.robbio.pv.it
018125,info@comune.roccadegiorgi.pv.it
018126,comuneroccasusella@virgilio.it
018127,info@comune.rognano.pv.it
018128,comune.romagnese@virgilio.it
018129,anagrafe@comune.roncaro.pv.it
018130,comune.rosasco@lomellina.tv
018133,info@comune.sanciprianopo.pv.it
018134,protocollo@comune.sandamianoalcolle.pv.it
018135,segreteria@comune.sangenesio.pv.it
018137,info@comune.sanmartino.pv.it
018139,protocollo@comune.santacristinaebissone.pv.it
018141,protocollo@comune.santalessioconvialone.pv.it
018142,maura.telefoni@comune.santamargheritadistaffora.pv.it
018143,info@comune.santa-maria-della-versa.pv.it
018144,municipio@comune.santangelolomellina.pv.it
018145,comunedisanzenonealpo.co@tin.it
018146,info@comune.sartiranalomellina.pv.it
018147,info@comune.scaldasole.pv.it
018148,info@comunesemiana.pv.it
018149,info@comune.silvanopietra.pv.it
018150,segreteria@comune.siziano.pv.it
018152,info@comune.spessa.pv.it
018153,info@comune.stradella.pv.it
018154,info@comunesuardi.it
018155,segreteria@comune.torrazzacoste.pv.it
018156,torreberetti@libero.it
018157,info@comune.torredarese.pv.it
018158,info@comune.torredenegri.pv.it
018159,info@comune.torredisola.pv.it
018160,finanziario@comune.torrevecchiapia.pv.it
018161,info@comune.torricellaverzate.pv.it
018162,info@comune.travacosiccomario.pv.it
018163,segreteria@comune.trivolzio.pv.it
018165,segreteria@comune.trovo.pv.it
018166,info@comune.valdinizza.pv.it
018167,valeggio@libero.it
018168,sindaco@comune.vallelomellina.pv.it
018171,a.belcredi@comune.varzi.pv.it
018172,municipio@comune.velezzolomellina.pv.it
018173,comune@comune.vellezzobellini.pv.it
018175,protocollo@comune.verruapo.pv.it
018176,antonietta.lacorte@comune.vidigulfo.pv.it
018177,gr-sic-sysadm@comune.vigevano.pv.it
018178,villa.biscossi@libero.it
018180,segreteria@comune.villanterio.pv.it
018181,alberto.lunghi@comune.vistarino.pv.it
018183,protocollo@comune.volpara.pv.it
018185,info@comune.zeccone.pv.it
018186,comunezeme@libero.it
018187,protocollo@comune.zenevredo.pv.it
018188,protocollo@comune.zerbo.pv.it
018189,protocollo@comune.zerbolo.pv.it
018190,info@comune.zinasco.pv.it
018191,info@comune.cornalebastida.pv.it
019001,comune.acquanegra.cr@libero.it
019002,info@comune.agnadello.cr.it
019003,info@comuneannicco.it
019004,info@comune.azzanello.cr.it
019005,urp@comune.bagnolocremasco.cr.it
019006,info@unionecenturiati.cr.it
019009,anagrafe@comune.calvatone.cr.it
019010,segreteria@comune.camisano.cr.it
019011,info@comune.campagnolacremasca.cr.it
019012,info@comune.capergnanica.cr.it
019013,info@comune.cappellacantone.cr.it
019014,ragioneria@comune.cappelladepicenardi.cr.it
019015,segreteria@comune.capralba.cr.it
019017,ragioneria@comune.casalecremascovidolasco.cr.it
019018,ragioneria@comune.casalettoceredano.cr.it
019019,casaletto_di_sopra@libero.it
019020,info@comune.casalettovaprio.cr.it
019023,demografici@comune.casteldidone.cr.it
019024,info@comune.castelgabbiano.cr.it
019025,info@comune.castelleone.cr.it
019026,info@comune.castelverde.cr.it
019027,info@comune.castelvisconti.cr.it
019028,ragioneria@comune.celladati.cr.it
019029,info@comune.chieve.cr.it
019030,segreteria@comune.cicognolo.cr.it
019031,anagrafe@comune.cingiadebotti.cr.it
019032,ragioneria@comune.cortedecortesiconcignone.cr.it
019033,info@comune.cortedefrati.cr.it
019034,info@comune.crederarubbiano.cr.it
019037,ragioneria@comune.cremosano.cr.it
019038,protocollo@comune.crottadadda.cr.it
019039,info@comune.cumignano.cr.it
019040,ragioneria@comunederovere.it
019044,comune.formigara@libero.it
019045,info@comune.gabbionetabinanuova.cr.it
019046,ragioneria@comunegadesco.it
019047,info@comune.genivolta.cr.it
019049,tributi@comune.gombito.cr.it
019051,protocollo@grumellocremonese.it
019052,comune.gussola@unioneterraefluminis.cr.it
019053,ragioneria@comune.isoladovarese.cr.it
019054,info@comune.izano.cr.it
019055,info@comune.madignano.cr.it
019057,segreteria@comune.martignanadipo.cr.it
019059,segreteria@comune.montodine.cr.it
019060,info@comune.moscazzano.cr.it
019062,ragioneria@comune.offanengo.cr.it
019063,info@comune.olmeneta.cr.it
019064,segreteria@comune.ostiano.cr.it
019065,info@comunedipadernoponchielli.gov.it
019066,info@comune.palazzopignano.cr.it
019069,protocollo@comune.pescaroloeduniti.cr.it
019070,demografico@comune.pessinacremonese.cr.it
019074,ufficio.demografico@comune.pievedolmi.cr.it
019076,ragioneria@comune.pizzighettone.cr.it
019077,info@comune.pozzaglio.cr.it
019078,info@comune.quintano.cr.it
019079,info@comune.ricengo.cr.it
019080,info@comune.ripaltaarpina.cr.it
019082,segreteria@comune.ripaltaguerina.cr.it
019084,comune@comune.rivoltadadda.cr.it
019087,segreteria@comune.salvirola.cr.it
019088,segreteria@comune.sanbassano.cr.it
019089,comune@comune.sandanielepo.cr.it
019090,protocollo@comune.sangiovanniincroce.cr.it
019091,anagrafe@comune.sanmartinodellago.cr.it
019093,info@comune.scandolararipadoglio.cr.it
019094,segreteria@comune.sergnano.cr.it
019095,comune@comune.sestoeduniti.cr.it
019096,ragioneria@comune.solarolorainerio.cr.it
019098,protocollo@comune.soresina.cr.it
019099,ragioneria@comune.sospiro.cr.it
019100,ragioneria@comune.spinadesco.cr.it
019101,demografi@comune.spineda.cr.it
019103,protocollo@comune.stagnolombardo.cr.it
019104,segreteria@comune.ticengo.cr.it
019105,torlino@comune.torlinovimercati.cr.it
019106,ragioneria@comune.tornata.cr.it
019107,ragioneria@comune.torredepicenardi.cr.it
019108,ragioneria@comune.torricella.cr.it
019110,contabilita@comune.trigolo.cr.it
019111,protocollo@comune.vaianocremasco.cr.it
019113,protocollo@comune.vescovato.cr.it
019114,anagrafe@comune.volongo.cr.it
019115,ragioneria@comune.voltido.cr.it
020001,protocollo@comune.acquanegra.mn.it
020007,ufficioragioneria@comune.bozzolo.mn.it
020010,protocollo@comune.casalmoro.mn.it
020011,info@comune.casaloldo.mn.it
020012,andrea.ferrari@comune.casalromano.mn.it
020013,info@comunecastelbelforte.it
020014,protocollo@comune.casteldario.mn.it
020015,info@comune.castelgoffredo.mn.it
020016,ufficio.segreteria@comunecastellucchio.it
020018,comune@comune.cavriana.mn.it
020019,segreteria@comune.ceresara.mn.it
020022,segreteria@comune.dosolo.mn.it
020024,anagrafe@comune.gazoldo.mn.it
020026,info@comune.goito.mn.it
020028,protocollo@comune.guidizzolo.mn.it
020032,comunedimariana@tin.it
020034,segreteria@comune.medole.mn.it
020038,ufficio.ragioneria@comune.ostiglia.mn.it
020039,protocollo@comune.pegognaga.mn.it
020041,affarigenerali@comune.piubega.mn.it
020042,protocollo@comune.poggiorusco.mn.it
020043,segreteria@comune.pomponesco.mn.it
