pro_com_t,link,pec,cf,cap
010017,http://comune.cogoleto.ge.it,protocollo@pec.comune.cogoleto.ge.it,80007570106,16016
010018,http://comune.cogorno.ge.it,protocollo.comune.cogorno.ge.it@legalmail.it,00412900102,16030
010019,http://comune.coreglialigure.ge.it,PROTOCOLLO@PEC.COMUNE.COREGLIALIGURE.GE.IT,00928950104,16040
010020,http://comune.crocefieschi.ge.it,comune.crocefieschi@pec.it,00866560105,16010
010021,http://comune.davagna.ge.it,comune.davagna@pec.net,00905900106,16022
010022,http://comune.fascia.ge.it,comunefascia@actaliscertymail.it,80041610108,16020
010023,http://comune.favaledimalvaro.ge.it,comune.favaledimalvaro@pec.it,00823910104,16040
010024,http://comune.fontanigorda.ge.it,comunefontanigorda@actaliscertymail.it,00909790107,16023
010025,http://smart.comune.genova.it,comunegenova@postemailcertificata.it,00856930102,16124
010026,http://comune.gorreto.ge.it,comune.gorreto@actaliscertymail.it,00860910108,16020
010027,http://comune.isoladelcantone.ge.it,protocollo@pec.comune.isoladelcantone.ge.it,00563890102,16017
010028,http://comune.lavagna.ge.it,postacertificata@pec.comune.lavagna.ge.it,00601910102,16033
010029,http://comune.leivi.ge.it,protocollo@pec.comune.leivi.ge.it,00650430101,16040
010030,http://comune.lorsica.ge.it,comunelorsica@actaliscertymail.it,00945100105,16045
010031,http://comune.lumarzo.genova.it,comune.lumarzo.ge@pec.it,83004430100,16024
010032,http://comune.masone.ge.it,protocollo@pec.comune.masone.ge.it,00831250105,16010
010033,http://comune.mele.ge.it,protocollo@pec.comune.mele.ge.it,00822790101,16010
010034,http://comunemezzanego.it,comunemezzanego@pec.it,82002550109,16046
010035,http://comune.mignanego.ge.it/,comunedimignanego@actaliscertymail.it,00576500102,16018
010036,http://comune.moconesi.ge.it,demograficimoconesi@legalmail.it,00828880104,16047
010037,http://halleyweb.com/c010037/zf/index.php/trasparenza/index/index,comune.moneglia.ge@legalmail.it,00401180104,16030
010038,http://comune.montebruno.ge.it,comunemontebruno@pec.it,00955060108,16025
010039,http://comune.montoggio.ge.it,comunemontoggio@actaliscertymail.it,80007310107,16026
010040,http://comune.ne.ge.it,info@pec.comune.ne.ge.it,82002590105,16040
010041,http://comune.neirone.ge.it,protocollo@pec.comune.neirone.ge.it,83004450108,16040
010042,http://comune.orero.ge.it,comuneorero@legalmail.it,00928960103,16040
010043,http://comune.pieveligure.ge.it,comune.pieveligure@pec.it,83003730104,16030
010044,http://comune.portofino.genova.it,protocollo@pec.comune.portofino.genova.it,00826220105,16034
010045,http://comune.propata.ge.it/,protocollo@pec.comune.propata.ge.it,80007290101,16027
010046,http://comune.rapallo.ge.it,protocollo@pec.comune.rapallo.ge.it,83003750102,16035
010047,http://comune.recco.ge.it,protocollo@pec.comune.recco.ge.it,00605540103,16036
010048,http://comune.rezzoaglio.ge.it,protocollo@pec.comune.rezzoaglio.ge.it,82003050109,16048
010049,http://roncoscrivia.unionedelloscrivia.ge.it,comune.roncoscrivia@pec.it,00705520104,16019
010050,http://comune.rondanina.ge.it,comunerondanina@pec.it,80044070102,16025
010051,http://comune.rossiglione.ge.it,comune.rossiglione@postecert.it,00702120106,16010
010052,http://comune.rovegno.ge.it,comune.rovegno@legalmail.it,00860890102,16028
010053,http://comune.sancolombanocertenoli.ge.it,comune.sancolombanocertenoli@legalmail.it,82002530101,16040
010054,http://comune.santa-margherita-ligure.ge.it,protocollo@pec.comunesml.it,00854480100,16038
010055,http://comune.santolcese.ge.it,protocollo@pec.comune.santolcese.ge.it,00620570101,16010
010056,http://comune.santostefanodaveto.ge.it,protocollo@pec.comune.santostefanodaveto.ge.it,82003030101,16049
010057,http://comune.savignone.ge.it,comune.savignone@pec.it,00866540107,16010
010058,http://comune.serraricco.ge.it,comune.serraricco.ge@halleycert.it,00853850105,16010
010059,http://comune.sestri-levante.ge.it,protocollo@pec.comune.sestri-levante.ge.it,00787810100,16039
010060,http://comune.sori.ge.it,comune.sori.ge@legalmail.it,83001010103,16030
010061,http://comune.tiglieto.ge.it,comune.tiglieto@pec.it,00859070104,16010
010062,http://comune.torriglia.ge.it,protocollogenerale.comunetorriglia@pec.it,80007330105,16029
010063,http://comune.tribogna.ge.it,comune.tribogna@pec.it,83001450101,16030
010064,http://comune.uscio.ge.it,comune.uscio.ge@halleycert.it,83001490107,16030
010065,http://comune.valbrevenna.ge.it,protocollo@pec.comune.valbrevenna.ge.it,00684080104,16010
010066,http://http://vobbia.unionedelloscrivia.ge.it,comune.vobbia@pec.it,00903710101,16010
010067,http://comune.zoagli.ge.it,comunezoagli@halleycert.it,83003710106,16030
011001,http://comune.ameglia.sp.it,protocollo@pec.comune.ameglia.sp.it,81001430115,19031
011002,http://comune.arcola.sp.it,comune.arcola@legalmail.it,80004690113,19021
011003,http://comune.beverino.sp.it,comunebeverino@legalmail.it,00215790114,19020
011004,http://comune.bolano.sp.it,comune.bolano@anutel.it,00101560118,19020
011005,http://comune.bonassola.sp.it/hh/index.php,comune.bonassola.sp@halleycert.it,00218390110,19011
011006,http://comuneborghettodivara.net,borghettodivara@legalmail.it,00170090112,19020
011007,http://comune.brugnato.sp.it,comune.brugnato@legalmail.it,80008050116,19020
011008,http://comune.cagliari.it,comunecalice.sp@legalmail.it,80004710119,19020
011009,http://comune.carro.sp.it,comunecarro.sp@legalmail.it,00213300114,19012
011010,http://comune.carrodano.sp.it,comunedicarrodano@pec.it,00213320112,19020
011011,http://comune.castelnuovomagra.sp.it,protocollo@pec.castelnuovomagra.com,00115020117,19033
011012,http://comune.deivamarina.sp.it,comunedeivamarina@halleycert.it,00215760117,19013
011013,http://comunefollo.it,comunefollo@legalmail.it,00118050111,19020
011014,http://comune.framura.sp.it,comuneframura@legalmail.it,80004740116,19014
011015,http://comune.sp.it,protocollo.comune.laspezia@legalmail.it,00211160114,19124
011016,http://comune.lerici.sp.it,comunedilerici@postecert.it,00214710113,19032
011017,http://comune.levanto.sp.it,comune.levanto.sp@legalmail.it,00197500119,19015
011018,http://comune.maissana.sp.it,comunedimaissana@pec.it,00108010117,19010
011019,http://comune.monterosso.sp.it,protocollo@pec.comune.monterosso.sp.it,00192420115,19016
011020,http://comune.luni.sp.it,segreteria@pec.comune.luni.sp.it,81001370113,19034
011021,http://comune.pignone.sp.it,comune.pignone@legalmail.it,80007990114,19020
011022,http://comune.portovenere.sp.it,protocollo@pec.comune.portovenere.sp.it,00235390119,19025
011023,http://comune.riccodelgolfo.sp.it,riccodelgolfo@pec.comune.riccodelgolfo.sp.it,00130720113,19020
011024,http://comune.riomaggiore.sp.it,segreteria@pec-comunediriomaggiore.it,00215200114,19017
011025,http://comune.rocchettadivara.sp.it,protocollo@pec.comune.rocchettadivara.sp.it,80007010111,19020
011026,http://comune.santostefanodimagra.sp.it,protocollo@pec.comune.santostefanodimagra.sp.it,00097960116,19037
011027,http://comunesarzana.gov.it,protocollo.comune.sarzana@postecert.it,00192320117,19038
011028,http://comunesestagodano.sp.it,comune.sestagodano@legalmail.it,00130500119,19020
011029,http://comune.vareseligure.sp.it,protocollo.vareseligure@legalmail.it,00197950116,19028
011030,http://comune.vernazza.sp.it,protocollo.comune.vernazza@pec.it,00181120114,19018
011031,http://comune.vezzanoligure.sp.it,protocollo.comunevezzanoligure@pec.it,00109960112,19020
011032,http://comune.zignago.sp.it,comune.zignago@legalmail.it,80007970116,19020
012001,http://comune.agra.va.it,comuneagra@legalmail.it,00459980124,21010
012002,http://comune.albizzate.va.it,comune.albizzate@halleypec.it,82006930125,21041
012003,http://comune.angera.va.it,comune.angera@pec.regione.lombardia.it,00338310121,21021
012004,http://comunearcisate.va.it,comune.arcisate@anutel.it,00250810124,21051
012005,http://comune.arsagoseprio.va.it,comunediarsagoseprio@legalmail.it,00561120122,21010
012006,http://comune.azzate.va.it,comunediazzate@postemailcertificata.it,00308140128,21022
012007,http://comune.azzio.va.it,comune.azzio.va@halleycert.it,00605220128,21030
012008,http://comune.barasso.va.it,comune.barasso@pec.regione.lombardia.it,00459960126,21020
012009,http://comune.bardello.va.it,comune.bardello@pec.regione.lombardia.it,00247570120,21020
012010,http://comune.bederovalcuvia.va.it,protocollo@pec.comune.bederovalcuvia.va.it,00445500127,21039
012011,http://comune.besano.va.it,comune.besano@pec.regione.lombardia.it,00561660127,21050
012012,http://comune.besnate.va.it,protocollo@pec.comune.besnate.va.it,00249600123,21010
012013,http://comune.besozzo.va.it,comune.besozzo.va@halleycert.it,00338010127,21023
012014,http://comune.biandronno.va.it,protocollo@pec.comune.biandronno.va.it,00308160126,21024
012015,http://comune.bisuschio.va.it,comune.bisuschio@pec.regione.lombardia.it,00269810123,21050
012016,http://comune.bodiolomnago.va.it,comune.bodiolomnago@pec.regione.lombardia.it,00250430121,21020
012017,http://comune.brebbia.va.it,segreteria@brebbia.legalmailpa.it,83000650123,21020
012018,http://comune.bregano.va.it/,comune.bregano.va@halleypec.it,00435850128,21020
012019,http://comune.brenta.va.it,comune.brenta.va@halleycert.it,00528310121,21030
012020,http://comune.brezzo-di-bedero.va.it,comune.brezzo-di-bedero@legalmail.it,84000790125,21010
012021,http://comune.brinzio.va.it,comune.brinzio.va@halleypec.it,00559810122,21030
012022,http://comune.brissago-valtaravaglia.va.it,comune@pec.comune.brissago-valtravaglia.va.it,00225510122,21030
012023,http://comune.brunello.va.it,protocollo.brunello@pec.it,00290400126,21020
012024,http://comune.brusimpiano.va.it/,affarigenerali@comune.brusimpiano.legalmail.it,00559790126,21050
012025,http://comune.buguggiate.va.it,protocollo@pec.comune.buguggiate.va.it,00308120120,21020
012026,http://comune.bustoarsizio.va.it/,protocollo@comune.bustoarsizio.va.legalmail.it,00224000125,21052
012027,http://comune.cadeglianoviconago.va.it/,comune.cadeglianoviconago@pec.regione.lombardia.it,00300450129,21031
012029,http://comune.buscate.mi.it,segreteria.comunecairate@halleycert.it,00309270122,21050
012030,http://comune.cantello.va.it,comune.cantello@legalmail.it,00404280125,21050
012031,http://comune.caravate.va.it,comunecaravate@legalmail.it,00227400124,21032
012032,http://comune.cardanoalcampo.va.it,protocollo@cert.comune.cardanoalcampo.va.it,00221730120,21010
012033,http://comune.carnago.va.it,comune.carnago@pec.it,00308180124,21040
012034,http://comune.caronnopertusella.va.it,comune.caronnopertusella@pec.regione.lombardia.it,00440710127,21042
012035,http://comune.caronnovaresino.va.it,comune.caronnovaresino@pec.regione.lombardia.it,00309370120,21040
012036,http://comune.casalelitta.va.it,comune.casalelitta@pec.regione.lombardia.it,00309410124,21020
012037,http://comune.casalzuigno.va.it,comune.casalzuigno.va@halleycert.it,00559800123,21030
012038,http://comune.casciago.va.it,comune.casciago@pec.regione.lombardia.it,00564180123,21020
012039,http://comune.casoratesempione.va.it,casoratesempione@legalmail.it,00341710127,21011
012040,http://cassano-magnago.it,protocollo.comune.cassanomagnago@pec.regione.lombardia.it,82007050121,21012
012041,http://comune.cassanovalcuvia.va.it,comune.cassanovalcuvia.va@halleycert.it,00561110123,21030
012042,http://comune.castellanza.va.it,comune@pec.comune.castellanza.va.it,00252280128,21053
012043,http://comune.castellocabiaglio.va.it/,comune.castellocabiaglio.va@legalmail.it,00441540127,21030
012044,http://comune.castelseprio.va.it,comune.castelseprio@legalmail.it,00346170129,21050
012045,http://comune.castelveccana.va.it,comune.castelveccana@pec.regione.lombardia.it,00289020125,21010
012046,http://comune.castiglione-olona.va.it,protocollo.comune.castiglioneolona@pec.regione.lombardia.it,00309450120,21043
012047,http://comune.castronno.va.it,protocollo.comune.castronno@pec.regione.lombardia.it,00248280125,21040
012048,http://comune.cavariaconpremezzo.va.it,cavariaconpremezzo@actaliscertymail.it,00309290120,21044
012049,http://comune.cazzagobrabbia.va.it,comune.cazzagobrabbia@legalmail.it,00259700128,21020
012050,http://comune.cislago.va.it,protocollocislago@legalmailpa.it,00308220128,21040
012051,http://comune.cittiglio.va.it,comunecittiglio@actaliscertymail.it,00254640121,21033
012052,http://comune.clivio.va.it,comune.clivio@pec.regione.lombardia.it,00568840128,21050
012053,http://comune.cocquio-trevisago.va.it,comune.cocquiotrevisago@pec.regione.lombardia.it,00309210128,21034
012054,http://comune.comabbio.va.it,comune.comabbio@legalmail.it,00261830129,21020
012055,http://comune.comerio.va.it,comune.comerio@legalmail.it,00226700128,21025
012056,http://comune.cremenaga.va.it,protocollo.comune.cremenaga@pec.regione.lombardia.it,00478360126,21030
012057,http://comune.crosiodellavalle.va.it,comune.crosiodellavalle@legalmail.it,00637630120,21020
012058,http://comune.cuassoalmonte.va.it,comune@pec.comune.cuassoalmonte.va.it,00341300127,21050
012059,http://comune.cugliatefabiasco.va.it,comune.cugliatefabiasco@pec.regione.lombardia.it,84003010125,21030
012060,http://comune.cunardo.va.it,comune.cunardo.va@halleypec.it,00489260125,21035
012061,http://comune.curigliaconmonteviasco.va.it,comune.curigliaconmonteviasco@halleypec.it,00458530128,21010
012062,http://comune.cuveglio.va.it,comune.cuveglio.va@halleycert.it,00271230120,21030
012063,http://comune.cuvio.va.it,comune.cuvio.va@halleycert.it,00560000127,21030
012064,http://comune.daverio.va.it,comunedaverio@legalmail.it,00260520127,21020
012065,http://comune.dumenza.va.it,comune.dumenza@legalmail.it,00579150129,21010
012066,http://comune.duno.va.it,comune.duno.va@halleycert.it,00582100129,21030
012067,http://comune.fagnanoolona.va.it,protocollo.fagnanoolona@legalmail.it,00214240129,21054
012068,http://ferno.gov.it,comune@ferno.legalmailpa.it,00237790126,21010
012069,http://comune.ferreradivarese.va.it,comune.ferrera.va@halleycert.it,00561750126,21030
012070,http://comune.gallarate.va.it,protocollo@pec.comune.gallarate.va.it,00560180127,21013
012071,http://comune.galliatelombardo.va.it,comune.galliatelombardo@legalmailpa.it,00459940128,21020
012072,http://comune.gavirate.va.it,info.comune.gavirate@pec.regione.lombardia.it,00259850121,21026
012073,http://comune.gazzada-schianno.va.it,comune.gazzadaschianno@secmail.it,00232220129,21045
012074,http://comune.gemonio.va.it,comune.gemonio.va@halleycert.it,00273580126,21036
012075,http://comune.gerenzano.va.it,comune.gerenzano@pec.regione.lombardia.it,00236840120,21040
012076,http://comune.germignaga.va.it,protocollo@cert.comune.germignaga.va.it,00343860128,21010
012077,http://comune.golasecca.va.it,comune.golasecca@pec.regione.lombardia.it,00564480127,21010
012078,http://gorlamaggiore.org,protocollo.gorlamaggiore@legalmail.it,00341490126,21050
012079,http://comune.gorlaminore.va.it,comune.gorlaminore@postecert.it,00226510121,21055
012080,http://comune.gornateolona.va.it,comune.gornate-olona@pec.regione.lombardia.it,00519350128,21040
012081,http://comune.grantola.va.it,comune.grantola@pec.regione.lombardia.it,00559980123,21030
012082,http://comune.inarzo.va.it,comune.inarzo@pec.regione.lombardia.it,00259680122,21020
012083,http://indunoolona.gov.it,indunoolona@pec.it,00271270126,21056
012084,http://comune.ispra.va.it,protocollo.ispra@pec.it,00309310126,21027
012085,http://comune.jeragoconorago.va.it,comune.jeragoconorago@pec.regione.lombardia.it,00243880127,21040
012086,http://comune.lavenapontetresa.va.it,comune.lavenapontetresa@legalmail.it,00405070129,21037
012087,http://comune.laveno.va.it,protocollo.lavenomombello@cert.saga.it,00213100126,21014
012088,http://comune.leggiuno.va.it,comune.leggiuno.va@halleycert.it,00256410127,21038
012089,http://comunelonateceppino.com,comune.lonateceppino@pec.regione.lombardia.it,00317710127,21050
012090,http://lonatepozzolo.gov.it,comune@lonatepozzolo.legalmailpa.it,00392890125,21015
012091,http://comune.lozza.va.it,protocollo.comune.lozza@legalmail.it,00341780120,21040
012092,http://comune.luino.va.it,comune.luino@legalmail.it,84000310122,21016
012093,http://comune.luvinate.va.it,protocollo@pec.comune.luvinate.va.it,00561870122,21020
012095,http://comune.malgesso.va.it/,protocollo.malgesso@legalpec.it,00561380122,21020
012096,http://comune.malnate.va.it,comune.malnate@legalmail.it,00243280120,21046
012097,http://comune.marchirolo.varese.it,protocollo.comune.marchirolo@pec.regione.lombardia.it,84002650129,21030
012098,http://comune.marnate.va.it,protocollo@comunemarnate.legalmailpa.it,00263510125,21050
012099,http://comunemarzio.it,comune.marzio@pec.regione.lombardia.it,00559720123,21030
012100,http://comune.masciagoprimo.va.it,comune.masciagoprimo@halleypec.it,83003750128,21030
012101,http://comune.mercallo.va.it,comune.mercallo.va@halleypec.it,83003790124,21020
012102,http://comune.mesenzana.va.it,comune.mesenzana.va@legalmail.it,00225520121,21030
012103,http://comune.montegrino-valtravaglia.va.it,comune.montegrino@legalmail.it,00225500123,21010
012104,http://comune.monvalle.va.it,comune.monvalle.va@legalmail.it,00309230126,21020
012105,http://COMUNE.MORAZZONE.VA.IT,affarigenerali@comune.morazzone.legalmailpa.it,00248270126,21040
012106,http://comune.mornago.va.it,comune.mornago.va@halleycert.it,00249580127,21020
012107,http://comune.oggionaconsantostefano.va.it,protocollo.comuneoggionasstefano@actaliscertymail.it,00309390128,21040
012108,http://comuneolgiateolona.it,comune.olgiateolona@pec.regione.lombardia.it,00322700121,21057
012109,http://comune.origgio.va.it,segreteria@pec.comune.origgio.va.it,00322990128,21040
012110,http://comune.orino.va.it,comune.orino.va@halleypec.it,00560020125,21030
012113,http://comune.portoceresio.va.it,protocollo@pec.comune.portoceresio.va.it,00462110123,21050
012114,http://comune.portovaltravaglia.va.it,comune.portovaltravaglia@pec.regione.lombardia.it,00309350122,21010
012115,http://comune.ranciovalcuvia.va.it,comune.ranciovalcuvia.va@halleycert.it,00561740127,21030
012116,http://comune.ranco.va.it,comune.ranco.va@halleycert.it,00280790122,21020
012117,http://comune.saltrio.va.it,comune.saltrio.va@legalmail.it,00560460123,21050
012118,http://comune.samarate.va.it,comune.samarate@pec.it,00504690124,21017
012119,http://comune.saronno.va.it,comunesaronno@secmail.it,00217130129,21047
012120,http://comune.sesto-calende.va.it,sestocalende@legalmail.it,00283240125,21018
012121,http://comune.solbiate-arno.va.it,comune.solbiate-arno@pec.regione.lombardia.it,00226820124,21048
012122,http://comune.solbiateolona.va.it,protocollo@comune.solbiateolona.va.legalmail.it,00223640129,21058
012123,http://comune.sommalombardo.va.it,comunedisommalombardo@legalmail.it,00280840125,21019
012124,http://comune.sumirago.va.it,comune.sumirago@pec.intercom.it,00309330124,21040
012125,http://comune.taino.va.it,comune.taino@pec.it,00283550127,21020
012126,http://comune.ternate.va.it,comune.ternate@legalmail.it,00261810121,21020
012127,http://comune.tradate.va.it,comune.tradate@pec.regione.lombardia.it,00223660127,21049
012128,http://comune.travedonamonate.va.it,comune.travedonamonate.va@halleycert.it,00308240126,21028
012129,http://comune.tronzanolagomaggiore.va.it,comune.tronzanolagomaggiore@pec.it,84002870123,21010
012130,http://comune.uboldo.va.it,protocollo@pec.comune.uboldo.va.it,00263530123,21040
012131,http://comune.valganna.va.it,comune.valganna@pec.regione.lombardia.it,00477430128,21039
012132,http://comune.varano-borghi.va.it,protocollo@pec.comune.varano-borghi.va.it,00263100125,21020
012133,http://comune.varese.it,protocollo@comune.varese.legalmail.it,00441340122,21100
012134,http://comune.vedano-olona.va.it/,comune.vedano-olona@legalmail.it,00317720126,21040
012136,http://comunevenegonoinferiore.it,comune.venegonoinferiore@pec.regione.lombardia.it,00309250124,21040
012137,http://comune.venegonosuperiore.va.it,comune.venegonosuperiore@pec.regione.lombardia.it,00223680125,21040
012138,http://comune.vergiate.va.it,comunevergiate@legalmail.it,00309430122,21029
012139,http://comune.viggiu.va.it,protocollo@pec.comune.viggiu.va.it,00560200123,21059
012140,http://comune.vizzolaticino.va.it,comune.vizzolaticino@halleypec.it,00564460129,21010
012141,http://comune.sangiano.va.it,comune.sangiano@pec.regione.lombardia.it,00589640127,21038
012142,http://comune.maccagnoconpinoeveddasca.va.it,comune.maccagnoconpinoeveddasca@pec.regione.lombardia.it,03396710125,21061
012143,http://comune.cadrezzateconosmate.va.it/,comune.cadrezzateconosmate@halleypec.it,03700710126,21062
013003,http://comune.albavilla.co.it,comune.albavilla@pec.provincia.como.it,00688320134,22031
013004,http://comune.albeseconcassano.co.it,comune.albeseconcassano.co@halleycert.it,00654470137,22032
013005,http://comune.albiolo.co.it,comune.albiolo@pec.regione.lombardia.it,80005530136,22070
013006,http://comune.alserio.co.it,comune.alserio@halleypec.it,00600170138,22040
013007,http://comune.alzate-brianza.co.it,comunealzate@legalmail.it,00613570134,22040
013009,http://comune.anzano.co.it,comune.anzanodelparco@pec.regione.lombardia.it,00689510139,22040
013010,http://comune.appianogentile.co.it,info@pec.comune.appianogentile.co.it,00602480139,22070
013011,http://comune.argegno.co.it,comune.argegno@pec.provincia.como.it,80010240135,22010
013012,http://comune.arosio.co.it,comune.arosio@halleypec.it,81001550136,22060
013013,http://comune.asso.co.it,comune.asso@legalmail.it,91001510139,22033
013015,http://comune.barni.co.it,comune.barni@pec.regione.lombardia.it,00609670138,22030
013021,http://comune.benelario.co.it,comune.benelario@pec.regione.lombardia.it,00467880134,22010
013022,http://comune.beregazzoconfigliaro.co.it,comune.beregazzoconfigliaro@pec.provincia.como.it,00596540138,22070
013023,http://comune.binago.co.it,comune.binago@pec.regione.lombardia.it,00490260130,22070
013024,http://comune.bizzarone.co.it,comune.bizzarone@pec.provincia.como.it,00703370130,22020
013025,http://comune.blessagno.co.it,comune.blessagno@pec.provincia.como.it,00680420130,22028
013026,http://comune.blevio.co.it/hh/index.php,comune.blevio@pec.regione.lombardia.it,00565430139,22020
013028,http://comune.bregnano.co.it,comune.bregnano@pec.provincia.como.it,00625920137,22070
013029,http://comune.brenna.co.it,comune.brenna@pec.provincia.como.it,81000430132,22040
013030,http://comune.brienno.co.it,comune.brienno@pec.provincia.como.it,80009880131,22010
013032,http://comune.brunate.co.it,comune.brunate@pec.provincia.como.it,80010180133,22034
013034,http://comune.bulgarograsso.co.it,comune.bulgarograsso@halleypec.it,00559420138,22070
013035,http://comune.cabiate.co.it/,info@pec.comune.cabiate.co.it,00652960139,22060
013036,http://comune.cadorago.co.it/hh/index.php,protocollo@pec.comune.cadorago.co.it,00696750132,22071
013037,http://comune.caglio.co.it/hh/index.php,comune.caglio@pec.regione.lombardia.it,00559560131,22030
013040,http://comune.campione-d-italia.co.it,protocollo.pec@comunecampione.it,80009700131,22060
013041,http://comune.cantu.co.it,comune.cantu@pec.regione.lombardia.it,00233930130,22063
013042,http://comune.canzo.co.it,segreteria.comune.canzo@pec.regione.lombardia.it,00499820132,22035
013043,http://comune.capiago-intimiano.co.it,comune.capiago-intimiano@legalmail.it,00608850137,22070
013044,http://comune.carateurio.co.it,comune.carateurio@pec.provincia.como.it,80009800139,22010
013045,http://comune.carbonate.co.it,comune.carbonate@pec.regione.lombardia.it,80014740130,22070
013046,http://comunecarimate.it,comune.carimate@pec.regione.lombardia.it,81003630134,22060
013047,http://comune.carlazzo.co.it,comunecarlazzo@legalmail.it,00660580135,22010
013048,http://comune.carugo.co.it,protocollo@pec.comune.carugo.co.it,00698230133,22060
013052,http://comune.caslinoderba.co.it,comune.caslinoderba@pec.como.it,00673790135,22030
013053,http://comune.casnateconbernate.co.it,comune.casnateconbernate@pec.provincia.como.it,81001910132,22070
013055,http://comune.cassinarizzardi.co.it,comune.cassinarizzardi@pec.regione.lombardia.it,00544790132,22070
013058,http://comune.castelmarte.co.it,comunecastelmarte@legalmail.it,00690170139,22030
013059,http://comune.castelnuovobozzente.co.it,comune.castelnuovobozzente@pec.it,00596040139,22070
013062,http://comune.cavargna.co.it,comune.cavargna@pec.regione.lombardia.it,00709660138,22010
013063,http://comune.ceranodintelvi.co.it,comune.ceranodintelvi@pec.regione.lombardia.it,80015600135,22020
013064,http://comune.cermenate.co.it,cermenate@pec.provincia.como.it,00550440135,22072
013065,http://comune.cernobbio.co.it,comune.cernobbio.co@halleycert.it,00432060135,22012
013068,http://comune.cirimido.co.it,comune.cirimido@pec.regione.lombardia.it,00495300139,22070
013071,http://comune.clainoconosteno.co.it,comune.clainoconosteno@pec.regione.lombardia.it,84002230138,22010
013074,http://comune.colonno.co.it,colonno@pec.comune.colonno.co.it,00467840138,22010
013075,http://comune.como.it,comune.como@comune.pec.como.it,80005370137,22100
013077,http://comune.corrido.co.it,protocollo@pec.comune.corrido.co.it,00665240131,22010
013083,http://comune.cremia.co.it,comune.cremia.co@halleycert.it,00700500135,22010
013084,http://comune.cucciago.co.it,comune.cucciago.co@halleycert.it,81001230135,22060
013085,http://comune.cusino.co.it,comunecusino@legalmail.it,00665280137,22010
013087,http://comune.dizzasco.co.it,comune.dizzasco@pec.provincia.como.it,00637090135,22020
013089,http://comunedomaso.it,protocollo.comune.domaso@pec.regione.lombardia.it,00688470137,22013
013090,http://comune.dongo.co.it,comune.dongo@pec.provincia.como.it,00657120135,22014
013092,http://comune.dossodelliro.co.it,comune.dossodelliro@pec.regione.lombardia.it,00689050136,22010
013095,http://comune.erba.co.it,comune.erba@pec.provincia.como.it,00430660134,22036
013097,http://comune.eupilio.co.it,comuneeupilio@pec.como.it,00571510130,22030
013098,http://comune.faggetolario.co.it,comune.faggetolario@pec.regione.lombardia.it,00678440132,22020
013099,http://comune.faloppio.co.it,comune.faloppio@pec.provincia.como.it,00457290138,22020
013100,http://comune.fenegro.co.it,comune.fenegro@pec.regione.lombardia.it,00602440133,22070
013101,http://comune.figinoserenza.co.it,comune.figinoserenza@pec.provincia.como.it,00415540137,22060
013102,http://comune.finomornasco.co.it,comune.finomornasco.co@halleycert.it,00308110139,22073
013106,http://comune.garzeno.co.it,comune.garzeno@pec.regione.lombardia.it,93002100134,22010
013107,http://comune.geralario.co.it,comune.geralario@pec.regione.lombardia.it,00532060134,22010
013110,http://comune.grandate.co.it,comune.grandate@halleycert.it,00772840138,22070
013111,http://comune.grandolaeduniti.co.it,comune.grandolaeduniti@pec.regione.lombardia.it,00467860136,22010
013113,http://comune.griante.co.it,griante@pec.comune.griante.co.it,00486580137,22011
013114,http://comune.guanzate.co.it,comune.guanzate@pec.regione.lombardia.it,00559400130,22070
013118,http://comune.inverigo.co.it,comune.inverigo@pec.provincia.como.it,00424960136,22044
013119,http://comune.laglio.co.it,laglio.segreteria@legalmail.it,80009960131,22010
013120,http://comune.laino.co.it,comune.laino@pec.provincia.como.it,00527740138,22020
013121,http://comune.lambrugo.co.it,comune.lambrugo@pec.provincia.como.it,00627760135,22045
013123,http://comune.lasnigo.co.it,comune.lasnigo@halleypec.it,82003460134,22030
013126,http://comune.lezzeno.co.it,comune.lezzeno@pec.provincia.como.it,00595780131,22025
013128,http://comune.limidocomasco.co.it,info@pec.comune.limidocomasco.co.it,00434590139,22070
013129,http://comune.lipomo.co.it,comune.lipomo@pec.provincia.como.it,00533010138,22030
013130,http://comune.livo.co.it,comune.livo@pec.provincia.como.it,00689060135,22010
013131,http://comune.locatevaresino.co.it,locatevaresino@actaliscertymail.it,00663490134,22070
013133,http://comune.lomazzo.co.it,comune.lomazzo@pec.provincia.como.it,00566590139,22074
013134,http://comune.longonealsegrino.co.it,comune.longonealsegrino@pec.como.it,00549780138,22030
013135,http://comune.luisago.co.it,comune.luisago@legalmail.it,00688600139,22070
013136,http://comune.luragoderba.co.it,comune.luragoderba@legalmail.it,82001750130,22040
013137,http://comune.luragomarinone.co.it,comune.luragomarinone@pec.regione.lombardia.it,00602460131,22070
013138,http://comune.luratecaccivio.co.it,protocollo@pec.comune.luratecaccivio.co.it,00415790138,22075
013139,http://comune.magreglio.co.it,comune.magreglio@legalmail.it,82001830130,22030
013143,http://comune.mariano-comense.co.it,comune.marianocomense@pec.regione.lombardia.it,81001190131,22066
013144,http://comune.maslianico.co.it,maslianico.protocollo@legalmailpa.it,00644530131,22026
013145,http://comunemenaggio.info,comune.menaggio@pec.provincia.como.it,00562850131,22017
013147,http://comune.merone.co.it,comune.merone.co@halleycert.it,00549420131,22046
013152,http://comune.moltrasio.co.it,comune.moltrasio@pec.provincia.como.it,00601410137,22010
