pro_com_t,pec
017001,protocollo@pec.comune.acquafredda.bs.it
017002,comunediadro@cert.legalmail.it
017003,protocollo@pec.comune.agnosine.bs.it
017004,protocollo@pec.comune.alfianello.bs.it
017005,protocollo@pec.comune.anfo.bs.it
017006,protocollo@pec.comune.angolo-terme.bs.it
017007,protocollo@pec.comune.artogne.bs.it
017008,protocollo@pec.comune.azzanomella.bs.it
017009,protocollo@pec.comune.bagnolomella.bs.it
017010,protocollo@pec.comune.bagolino.bs.it
017011,uffprotocollo@pec.comune.barbariga.bs.it
017012,protocollo@pec.comune.barghe.bs.it
017013,protocollo@pec.comune.bassano-bresciano.bs.it
017014,comune.bedizzole@legalmail.it
017015,protocollo@pec.comune.berlingo.bs.it
017016,protocollo@pec.comune.berzo-demo.bs.it
017017,protocollo@pec.comune.berzo-inferiore.bs.it
017018,protocollo@pec.comune.bienno.bs.it
017019,protocollo@pec.comune.bione.bs.it
017020,comune.borgosangiacomo@pec.regione.lombardia.it
017021,segreteria@pec.comune.borgosatollo.bs.it
017022,protocollo@pec.comune.borno.bs.it
017023,protocollo@pec.comune.botticino.bs.it
017024,protocollo@pec.comune.bovegno.bs.it
017025,protocollo@pec.comune.bovezzo.bs.it
017026,protocollo@pec.comune.brandico.bs.it
017027,protocollo@pec.comune.braone.bs.it
017028,protocollo@pec.comune.breno.bs.it
017029,protocollogenerale@pec.comune.brescia.it
017030,protocollo@pec.comune.brione.bs.it
017031,protocollo@pec.comune.caino.bs.it
017032,protocollo@pec.comune.calcinato.bs.it
017033,protocollo@pec.comune.calvagesedellariviera.bs.it
017034,info@pec.comune.calvisano.bs.it
017035,protocollo@pec.comune.capo-di-ponte.bs.it
017036,protocollo@pec.comune.capovalle.bs.it
017037,comune.caprianodelcolle@pec.regione.lombardia.it
017038,comune.capriolo@pec.capriolo.org
017039,protocollo@pec.comune.carpenedolo.bs.it
017040,protocollo@pec.comune.castegnato.bs.it
017041,protocollo@pec.comune.castelcovati.bs.it
017042,protocollo@pec.comune.castelmella.bs.it
017043,protocollo@pec.comune.castenedolo.bs.it
017044,protocollo@pec.comune.casto.bs.it
017045,protocollo@comunecastrezzato.legalmail.it
017046,protocollo@pec.comune.cazzago.bs.it
017047,protocollo@pec.comune.cedegolo.bs.it
017048,protocollo@pec.comune.cellatica.bs.it
017049,protocollo@pec.comune.cerveno.bs.it
017050,info@pec.comuneceto.eu
017051,protocollo@pec.comune.cevo.bs.it
017052,comunedichiari@legalmail.it
017053,protocollo@cert.comune.cigole.bs.it
017054,info@pec.comunecimbergo.eu
017055,protocollo@pec.comune.cividate-camuno.bs.it
017056,protocollo@pec.comune.coccaglio.bs.it
017057,protocollo@pec.comune.collebeato.bs.it
017058,protocollo@pec.comune.collio.bs.it
017059,comune.cologne@pec.regione.lombardia.it
017060,protocollo@pec.comune.comezzanocizzago.bs.it
017061,protocollo@pec.comune.concesio.brescia.it
017062,protocollo.comune.cortefranca@pec.regione.lombardia.it
017063,protocollo@pec.comune.corteno-golgi.bs.it
017064,comune.corzano@legalmail.it
017065,comune.darfoboarioterme@pec.regione.lombardia.it
017066,protocollo@pec.comune.dello.bs.it
017067,protocollo@pec.comune.desenzano.brescia.it
017068,protocollo@pec.comune.edolo.bs.it
017069,comune.erbusco@pec.regione.lombardia.it
017070,protocollo@pec.comune.esine.bs.it
017071,protocollo.fiesse@legalmail.it
017072,protocollo@pec.comune.flero.bs.it
017073,protocollo@pec.comune.gambara.bs.it
017074,protocollo@pec.comune.gardoneriviera.bs.it
017075,protocollo@pec.comune.gardonevaltrompia.bs.it
017076,protocollo@pec.comune.gargnano.bs.it
017077,protocollo@pec.comune.gavardo.bs.it
017078,pecghedi@cert.comune.ghedi.brescia.it
017079,protocollo@pec.comune.gianico.bs.it
017080,protocollo.gottolengo@cert.saga.it
017081,protocollo@pec.comune.gussago.bs.it
017082,protocollo@pec.comune.idro.bs.it
017083,protocollo@pec.comune.incudine.bs.it
017084,protocollo@pec.comune.irma.bs.it
017085,protocollo@pec.comune.iseo.bs.it
017086,protocollo@pec.comune.isorella.bs.it
017087,protocollo@pec.comune.lavenone.bs.it
017088,protocollo@pec.comune.leno.bs.it
017089,protocollo@pec.comune.limonesulgarda.bs.it
017090,protocollo@pec.comune.lodrino.bs.it
017091,protocollo@pec.comune.lograto.bs.it
017092,protocollo@pec.comune.lonato.bs.it
017093,protocollo@pec.comune.longhena.bs.it
017094,comune.losine@pec.it
017095,protocollo@pec.comune.lozio.bs.it
017096,comune.lumezzane@cert.legalmail.it
017097,protocollo@pec.comune.maclodio.bs.it
017098,protocollo@pec.comune.magasa.bs.it
017099,protocollo@pec.comune.mairano.bs.it
017100,protocollo@pec.comune.malegno.bs.it
017101,protocollo@pec.comune.malonno.bs.it
017102,protocollo@pec.comune.manerbadelgarda.bs.it
017103,protocollo@pec.comune.manerbio.bs.it
017104,protocollo@pec.comune.marcheno.bs.it
017105,protocollo@pec.comune.marmentino.bs.it
017106,protocollo@pec.comune.marone.bs.it
017107,protocollo@pec.comune.mazzano.bs.it
017108,info@cert.comune.milzano.bs.it
017109,protocollo@pec.comune.monigadelgarda.bs.it
017110,protocollo@pec.comune.monno.bs.it
017111,protocollo@cert.comune.monteisola.bs.it
017112,protocollo@pec.comune.monticellibrusati.bs.it
017113,ufficio.protocollo@cert.montichiari.it
017114,protocollo@pec.comune.montirone.bs.it
017115,protocollo@pec.comune.mura.bs.it
017116,protocollocomunedimuscoline@legal.intred.it
017117,protocollo@pec.comune.nave.bs.it
017118,comune.niardo@pec.regione.lombardia.it
017119,protocollo@pec.comune.nuvolento.bs.it
017120,protocollo@pec.comune.nuvolera.bs.it
017121,protocollo@pec.comune.odolo.bs.it
017122,protocollo@cert.comune.offlaga.bs.it
017123,protocollo@pec.comune.ome.bs.it
017124,protocollo@pec.comune.ono-san-pietro.bs.it
017125,protocollo@pec.comune.orzinuovi.bs.it
017126,protocollo@pec.comune.orzivecchi.bs.it
017127,comune.ospitaletto@legalmail.it
017128,info.comune.ossimo@pec.regione.lombardia.it
017129,comune.padenghesulgarda@legalmail.it
017130,protocollo@pec.comune.padernofranciacorta.bs.it
017131,protocollo@pec.comune.paisco-loveno.bs.it
017132,protocollo@pec.comune.paitone.bs.it
017133,protocollo@palazzolo.viapec.it
017134,segreteria@pec.comune.paratico.bs.it
017135,info@pec.comunepaspardo.eu
017136,protocollo@pec.comune.passirano.bs.it
017137,protocollo@pec.comune.pavone-del-mella.bs.it
017138,comune.sanpaolo@pec.regione.lombardia.it
017139,protocollo@pec.comune.perticaalta.bs.it
017140,protocollo@pec.comune.perticabassa.bs.it
017141,protocollo@pec.comune.pezzaze.bs.it
017142,protocollo@pec.comune.piancamuno.bs.it
017143,protocollo@pec.comune.pisogne.bs.it
017144,protocollo.polaveno@legal.intred.it
017145,protocollo@pec.comune.polpenazzedelgarda.bs.it
017146,protocollo@pec.comune.pompiano.brescia.it
017147,protocollo@pec.comune.poncarale.brescia.it
017148,protocollo@pec.comune.ponte-di-legno.bs.it
017149,amministrazione@pec.comune.pontevico.bs.it
017150,comune.pontoglio@pec.regione.lombardia.it
017151,protocollo@pec.comune.pozzolengo.bs.it
017152,protocollo@pec.comune.pralboino.bs.it
017153,protocollo@pec.comune.preseglie.bs.it
017155,protocollo_prevalle@pec.it
017156,protocollo@pec.comune.provagliodiseo.bs.it
017157,PROTOCOLLO@PEC.COMUNE.PROVAGLIOVALSABBIA.BS.IT
017158,protocollo@pec.comune.puegnagodelgarda.bs.it
017159,protocollo@pec.comune.quinzanodoglio.bs.it
017160,protocollo@pec.comune.remedello.bs.it
017161,protocollo@pec.comune.rezzato.bs.it
017162,protocollo@pec.comune.roccafranca.bs.it
017163,protocollo@pec.comune.rodengo-saiano.bs.it
017164,protocollo@pec.comune.roevolciano.bs.it
017165,protocollo@pec.comune.roncadelle.bs.it
017166,protocollo@pec.comune.rovato.bs.it
017167,protocollo@pec.comune.rudiano.bs.it
017168,protocollo@pec.comune.sabbio.bs.it
017169,protocollo@pec.comune.sale-marasino.bs.it
017170,protocollo@pec.comune.salo.bs.it
017171,PROTOCOLLO@PEC.COMUNE.SANFELICEDELBENACO.BS.IT
017172,protocollo@pec.comune.sangervasiobresciano.bs.it
017173,protocollo@pec.comune.sanzenonaviglio.bs.it
017174,protocollosarezzo@cert.legalmail.it
017175,protocollo@pec.comune.saviore-delladamello.bs.it
017176,protocollo@pec.comune.sellero.bs.it
017177,protocollo@cert.comune.seniga.bs.it
017178,protocollo@pec.comune.serle.bs.it
017179,comune.sirmione.pec@legalmail.it
017180,protocollo@pec.comune.soianodellago.bs.it
017181,protocollo@pec.comune.sonico.bs.it
017182,protocollo@pec.comune.sulzano.bs.it
017183,protocollo@pec.comune.tavernolesulmella.bs.it
017184,protocollo@pec.comune.temu.bs.it
017185,protocollo@pec.comune.tignale.bs.it
017186,info@cert.comune.torbole-casaglia.bs.it
017187,protocollo@pec.comune.toscolanomaderno.bs.it
017188,protocollo@pec.comune.travagliato.bs.it
017189,protocollo@pec.comune.tremosine.bs.it
017190,protocollo@pec.comune.trenzano.bs.it
017191,protocollo@pec.comune.trevisobresciano.bs.it
017192,protocollo@pec.comune.uragodoglio.bs.it
017193,protocollo@pec.comune.vallioterme.bs.it
017194,protocollo@pec.comune.valvestino.bs.it
017195,protocollo@pec.comune.verolanuova.bs.it
017196,protocollo@pec.comune.verolavecchia.bs.it
017197,protocollo@pec.comune.vestone.bs.it
017198,protocollo@pec.comune.vezza-d-oglio.bs.it
017199,comunevillacarcina@legal.intred.it
017200,protocollo@pec.comune.villachiara.bs.it
017201,comunevillanuova@pec.it
017202,protocollo@pec.comune.vione.bs.it
017203,protocollo@pec.comune.visano.bs.it
017204,protocollo@pec.comune.vobarno.bs.it
017205,protocollo@pec.comune.zone.bs.it
017206,protocollo@pec.comune.piancogno.bs.it
018001,info@pec.comune.alagna.pv.it
018002,comune.albaredoarnaboldi@pec.regione.lombardia.it
018003,comune.albonese@legalmail.it
018004,comune.albuzzano@pec.regione.lombardia.it
018005,arenapo@postemailcertificata.it
018006,protocollo.comune.badiapavese@pec.regione.lombardia.it
018007,comune.bagnaria@legalpec.it
018008,comune@pec.comune.barbianello.pv.it
018009,comune.bascape@pec.regione.lombardia.it
018011,protocollo.bastidapancarana@legalpec.it
018012,battuda@pec.comune.battuda.pv.it
018013,comune.belgioioso@pec.regione.lombardia.it
018014,comune.bereguardo@pec.regione.lombardia.it
018015,comune.borgarello@pec.regione.lombardia.it
018016,comune.borgopriolo@legalpec.it
018017,comune.borgorattomormorolo@pec.regione.lombardia.it
018018,protocollo@pec.comune.borgosansiro.pv.it
018019,comune.bornasco@legalpec.it
018020,comune.bosnasco@pec.regione.lombardia.it
018021,comune.brallodipregola@legalpec.it
018022,comune.breme@pec.regione.lombardia.it
018023,comune.bressanabottarone@legalpec.it
018024,comunebroni@pec.it
018025,comune.calvignano@legalpec.it
018026,comune.campospinoso@pec.regione.lombardia.it
018027,comune.candialomellina@pec.regione.lombardia.it
018029,comune.cannetopavese@legalpec.it
018030,comune.carbonara-alticino@pec.regione.lombardia.it
018031,comune.casanovalonati@pec.regione.lombardia.it
018032,servizio.segreteria@comunecasatisma.legalmail.it
018033,comune.caseigerola@legalmail.it
018034,casorateprimo@postemailcertificata.it
018035,comune.cassolnovo@pec.regione.lombardia.it
018036,comune.castana@legalpec.it
018037,casteggio@pcert.it
018038,info@pec.comune.castellettodibranduzzo.pv.it
018039,comune.castellodagogna@pec.regione.lombardia.it
018040,comune.castelnovetto@pec.regione.lombardia.it
018041,protocollo@cert.comune.cavamanara.pv.it
018042,comune.cecima@legalpec.it
018043,info@pec.comune.ceranova.pv.it
018044,cerettolomellina@pcert.it
018045,comune.cergnago@pec.regione.lombardia.it
018046,comune.certosadipavia@pec.it
018047,ragioneria.cervesina@pec.it
018048,comune.chignolopo@pec.regione.lombardia.it
018049,ragioneria.cigognola@anutel.it
018050,comune.cilavegna.pv@legalmail.it
018051,comune.codevilla@legalpec.it
018052,confienza@postemailcertificata.it
018053,comune.copiano@pec.regione.lombardia.it
018054,comune.corana@legalpec.it
018057,comune.corvinosanquirico@pec.regione.lombardia.it
018058,comune.costadenobili@pec.regione.lombardia.it
018059,comune.cozzo@pec.regione.lombardia.it
018060,comune@pec.comune.curacarpignano.pv.it
018061,comune.dorno@pec.comune.dorno.pv.it
018062,comune.ferrera@pec.regione.lombardia.it
018063,comune.filighera@pec.regione.lombardia.it
018064,comune.fortunago@legalpec.it
018065,anagrafe@pec.comune.frascarolo.pv.it
018066,comune.galliavola@pec.it
018067,comune.gambarana@legalpec.it
018068,comune.gambolo@pec.regione.lombardia.it
018069,protocollo@pec.comune.garlasco.pv.it
018071,comune.gerenzago@pec.regione.lombardia.it
018072,comune.giussago@pec.regione.lombardia.it
018073,protocollo.godiasco@pec.it
018074,protocollo@pec.comune.golferenzo.pv.it
018075,comunegravellonalomellina@pec.it
018076,gropellocairoli@pec.comune.gropellocairoli.pv.it
018077,info@pec.comune.invernoemonteleone.pv.it
018078,info@pec.comune.landriano.pv.it
018079,comune.langosco@pec.regione.lombardia.it
018080,info@pec.comune.lardirago.pv.it
018081,comune.linarolo@pec.regione.lombardia.it
018082,protocollo@pec.comune.lirio.pv.it
018083,ragioneria.comune.lomello@pec.regione.lombardia.it
018084,comune.lungavilla@legalpec.it
018085,comune.magherno@pec.regione.lombardia.it
018086,comune.marcignago@pec.regione.lombardia.it
018087,comune.marzano@pec.regione.lombardia.it
018088,comunedimede@pec.it
018089,anagrafe.comune.menconico@pec.regione.lombardia.it
018090,mezzanabigli@pec.it
018091,info@pec.comune.mezzanarabattone.pv.it
018092,comune.mezzanino@pec.regione.lombardia.it
018093,protocollo@pec.comune.miradoloterme.pv.it
018094,comune.montaltopavese@legalpec.it
018095,comune.montebellodellabattaglia@legalpec.it
018096,protocollo@pec.comune.montecalvo.pv.it
018097,comune.montescano@legalpec.it
018098,comune.montesegale@pec.regione.lombardia.it
018099,finanziario.comune.monticelli@pec.regione.lombardia.it
018100,protocollo.comune.montubeccaria@pec.regione.lombardia.it
018101,mornicolosana@postemailcertificata.it
018102,comune.mortara@pec.regione.lombardia.it
018103,comune.nicorvo@pec.regione.lombardia.it
018104,comune.olevanolomellina@pec.it
018105,comune.olivagessi@pec.regione.lombardia.it
018106,comune.ottobiano@pec.it
018107,protocollo@pec.comune.palestro.pv.it
018108,protocollo.pancarana@pec.it
018109,parona.comune.pv@pec.it
018110,protocollo@pec.comune.pavia.it
018111,comune.pietradegiorgi@pec.it
018112,comune.pievealbignola@legalpec.it
018113,comunepievedelcairo@pec.it
018114,comune.pieveportomorone@pec.regione.lombardia.it
018115,mail@pec.comune.pinarolopo.pv.it
018116,comune.pizzale@pec.it
018117,comune.pontenizza@legalpec.it
018118,comune.portalbera@legalpec.it
018119,comune.rea@pec.regione.lombardia.it
018120,redavalle@legalpec.it
018121,comune.retorbido@pec.regione.lombardia.it
018122,comune.rivanazzanoterme@pec.regione.lombardia.it
018123,comune.robbio@pec.it
018124,comune.robeccopavese@legalpec.it
018125,comune.roccadegiorgi@pec.regione.lombardia.it
018126,comune.roccasusella@pec.regione.lombardia.it
018127,postacertificata@pec.comune.rognano.pv.it
018128,comune.romagnese@pec.regione.lombardia.it
018129,comune.roncaro@halleycert.it
018130,comune.rosasco@pec.regione.lombardia.it
018131,protocollo@pec.comune.rovescala.pv.it
018133,sanciprianopo@postemailcertificata.it
018134,comune.sandamianoalcolle@pec.regione.lombardia.it
018135,comune.sangenesio@pec.regione.lombardia.it
018136,comune.sangiorgiodilomellina@pec.regione.lombardia.it
018137,protocollo@pec.comune.sanmartino.pv.it
018138,protocollo.comunesannazzarodeburgondi@pec.it
018139,comune.santacristinaebissone@pec.regione.lombardia.it
018140,comune.santagiuletta@pec.regione.lombardia.it
018141,protocollo@pec.comune.santalessioconvialone.pv.it
018142,comune.santamargheritadistaffora@pec.regione.lombardia.it
018143,santamariadellaversa@postemailcertificata.it
018144,comune.santangelolomellina@pec.regione.lombardia.it
018145,comune.sanzenonealpo@pec.regione.lombardia.it
018146,comune.sartiranalomellina@pec.it
018147,comune.scaldasole@pec.regione.lombardia.it
018148,semiana@postemailcertificata.it
018149,comune.silvanopietra@legalpec.it
018150,info@pec.comune.siziano.pv.it
018151,comune.sommo@pec.regione.lombardia.it
018152,comune.spessa@pec.regione.lombardia.it
018153,comune.stradella@pec.regione.lombardia.it
018154,comunesuardi@pec.it
018155,amministrativo.torrazzacoste@legalpec.it
018156,comune.torreberetti@pec.it
018157,comune.torredarese@pec.regione.lombardia.it
018158,comune.torredenegri@pec.regione.lombardia.it
018159,comune@pec.comune.torredisola.pv.it
018160,comune.torrevecchiapia@pec.regione.lombardia.it
018161,protocollo@pec.comune.torricellaverzate.pv.it
018162,protocollo@pec.comune.travacosiccomario.pv.it
018163,comune.trivolzio@pec.regione.lombardia.it
018164,comune.tromello@legalmail.it
018165,comune.trovo@pec.regione.lombardia.it
018166,comune.valdinizza@legalpec.it
018167,comune.valeggio@pec.regione.lombardia.it
018168,sindaco.comune.vallelomellina@pec.it
018169,staff@pec.vallesalimbene.org
018171,protocollo@pec.comune.varzi.pv.it
018172,comune.velezzolomellina@pec.it
018173,comune@pec.comune.vellezzobellini.pv.it
018174,comune.verretto@legalpec.it
018175,comune.verruapo@pec.regione.lombardia.it
018176,info@pec.comune.vidigulfo.pv.it
018177,protocollovigevano@pec.it
018178,comune.villabiscossi@pec.it
018179,comune.villanovadardenghi@pec.it
018180,ragioneria.comune.villanterio@pec.regione.lombardia.it
018181,comune.vistarino@pec.regione.lombardia.it
018182,protocollo@cert.comune.voghera.pv.it
018183,protocollo@pec.comune.volpara.pv.it
018184,comune.zavattarello@pec.regione.lombardia.it
018185,comune.zeccone@pec.regione.lombardia.it
018186,zeme@postemailcertificata.it
018187,protocollo.comune.zenevredo@pec.regione.lombardia.it
018188,comune.zerbo@pec.regione.lombardia.it
018189,protocollo@pec.comune.zerbolo.pv.it
018190,protocollo@pec.comune.zinasco.pv.it
018191,info@pec.comune.cornalebastida.pv.it
018192,amministrazione@pec.comune.corteolonaegenzone.pv.it
018193,comune.colliverdi@legalpec.it
019001,comune.acquanegracremonese@pec.regione.lombardia.it
019002,anagrafe.comune.agnadello@pec.regione.lombardia.it
019003,comune.annicco@pec.regione.lombardia.it
019004,comune.azzanello@pec.regione.lombardia.it
019005,comune.bagnolocremasco@mailcert.cremasconline.it
019006,comune.bonemerse@pec.regione.lombardia.it
019007,bordolano@postemailcertificata.it
019009,comune.calvatone@pec.regione.lombardia.it
019010,comune.camisano@pec.regione.lombardia.it
019011,pec@pec.comune.campagnolacremasca.cr.it
019012,comune.capergnanica@pec.regione.lombardia.it
019013,contratti.comune.cappellacantone@pec.regione.lombardia.it
019014,comune.cappelladepicenardi@pec.regione.lombardia.it
019015,pec@pec.comune.capralba.cr.it
019016,egov.casalbuttano@cert.poliscomuneamico.net
019017,comune.casalecrvidolasco@pec.regione.lombardia.it
019018,comune.casalettoceredano@pec.regione.lombardia.it
019019,comune.casalettodisopra@pec.regione.lombardia.it
019020,comune.casalettovaprio@mailcert.cremasconline.it
019021,protocollo.comune.casalmaggiore@pec.regione.lombardia.it
019022,comune.casalmorano@pec.regione.lombardia.it
019023,segretario.comune.casteldidone@pec.regione.lombardia.it
019024,comune.castelgabbiano@pec.regione.lombardia.it
019025,protocollo.castelleone@legalmail.it
019026,comune.castelverde@pec.regione.lombardia.it
019027,castelvisconti@pec.eleusi.at
019028,comune.celladati@pec.regione.lombardia.it
019029,comune.chieve@mailcert.cremasconline.it
019030,protocollo.comune.cicognolo@pec.regione.lombardia.it
019031,anagrafe.comune.cingiadebotti@pec.regione.lombardia.it
019032,comune.cortedecortesiconcignone@pec.regione.lombardia.it
019033,comune.cortedefrati.cr@pec.it
019034,comune.crederarubbiano@pec.regione.lombardia.it
019035,protocollo@comunecrema.telecompost.it
019036,protocollo@comunedicremona.legalmail.it
019037,comune.cremosano@mailcert.cremasconline.it
019038,comune.crottadadda@pec.regione.lombardia.it
019039,pec@pec.comune.cumignano.cr.it
019040,comune.derovere@pec.regione.lombardia.it
019041,dovera@postemailcertificata.it
019043,comune.fiesco@pec.regione.lombardia.it
019044,comune.formigara@pec.regione.lombardia.it
019045,comune.gabbioneta-binanuova@pec.regione.lombardia.it
019046,comune.gadescopd@legalmail.it
019047,comune.genivolta@pec.regione.lombardia.it
019048,comune.gerredecaprioli@pec.regione.lombardia.it
019049,comune.gombito@pec.regione.lombardia.it
019050,comune.grontardo@pec.regione.lombardia.it
019051,comunegrumello@pec.it
019052,comune.gussola@pec.regione.lombardia.it
019053,comune.isoladovarese@pec.regione.lombardia.it
019054,comune.izano@pec.regione.lombardia.it
019055,pec@pec.comune.madignano.cr.it
019056,comune.malagnino@pec.regione.lombardia.it
019057,comune.martignanadipo@pec.regione.lombardia.it
019058,segreteria.comune.montecremasco@pec.regione.lombardia.it
019059,comune.montodine@pec.regione.lombardia.it
019060,comune.moscazzano@pec.regione.lombardia.it
019061,comune.mottabaluffi@pec.regione.lombardia.it
019062,comune.offanengo@cert.legalmail.it
019063,comune.olmeneta.cr@pec.it
019064,comune.ostiano@pec.regione.lombardia.it
019065,comune.padernoponchielli@pec.regione.lombardia.it
019066,comune.palazzopignano@mailcert.cremasconline.it
019067,protocollo.comune.pandino@pec.it
019068,comune.persicodosimo@pec.regione.lombardia.it
019069,comune.pescaroloeduniti@pec.regione.lombardia.it
019070,comune.pessinacremonese@pec.regione.lombardia.it
019072,comune.pianengo@mailcert.cremasconline.it
019073,anagrafe.comune.pieranica@pec.regione.lombardia.it
019074,comune.pievedolmi@pec.regione.lombardia.it
019075,comune.pievesangiacomo@pec.regione.lombardia.it
019076,anagrafe.comune.pizzighettone@pec.regione.lombardia.it
019077,comune.pozzaglio@pec.regione.lombardia.it
019078,comune.quintano@pec.it
019079,comune.ricengo@pec.regione.lombardia.it
019080,comune.ripaltaarpina@pec.regione.lombardia.it
019081,comune.ripaltacremasca@pec.it
019082,anagrafe.comune.ripaltaguerina@pec.regione.lombardia.it
019083,comune.rivarolodelre@pec.regione.lombardia.it
019084,comune.rivoltadadda@mailcert.cremasconline.it
019085,comune.robeccodoglio@pec.regione.lombardia.it
019086,comune.romanengo@pec.regione.lombardia.it
019087,segreteria.comune.salvirola@pec.it
019088,info@pec.comune.sanbassano.cr.it
019089,comune.sandanielepo@pec.regione.lombardia.it
019090,comune.sangiovannincroce@pec.regione.lombardia.it
019091,comune.sanmartinodellago@pec.regione.lombardia.it
019092,comune.scandolara-ravara@pec.regione.lombardia.it
019093,comune.scandolararipadoglio@pec.regione.lombardia.it
019094,comune.sergnano@pec.regione.lombardia.it
019095,comune.sestoeduniti@pec.regione.lombardia.it
019096,comune.solarolorainerio@pec.regione.lombardia.it
019097,soncino@postemailcertificata.it
019098,comune.soresina@pec.regione.lombardia.it
019099,comune.sospiro@pec.regione.lombardia.it
019100,ragioneria.comune.spinadesco@pec.regione.lombardia.it
019101,comune.spineda@pec.regione.lombardia.it
019102,comune.spinodadda@pec.regione.lombardia.it
019103,comune.stagnolombardo@pec.regione.lombardia.it
019104,segreteria.comune.ticengo@pec.regione.lombardia.it
019105,pec@pec.comune.torlinovimercati.cr.it
019106,comune.tornata@pec.regione.lombardia.it
019107,comune.torredepicenardi@pec.regione.lombardia.it
019108,comune.torricelladelpizzo@pec.regione.lombardia.it
019109,protocollo@pec.comune.trescorecremasco.cr.it
019110,pec@pec.comune.trigolo.cr.it
019111,comune.vaiano@mailcert.cremasconline.it
019112,anagrafe.comune.vailate@pec.regione.lombardia.it
019113,comune.vescovato@pec.regione.lombardia.it
019114,volongo@postemailcertificata.it
019115,comune.voltido@pec.regione.lombardia.it
019116,comunepiadenadrizzona@pec.it
020001,acquanegrasulchiese.mn@legalmail.it
020002,comuneasola@legalmail.it
020003,bagnolosanvito.mn@legalmail.it
020007,comune.bozzolo@pec.regione.lombardia.it
020008,cannetosulloglio.mn@legalmail.it
020010,casalmoro.mn@legalmail.it
020011,comune.casaloldo@pec.regione.lombardia.it
020012,casalromano.mn@legalmail.it
020013,protocollo.comune.castelbelforte@pec.regione.lombardia.it
020014,comune.casteldario@pec.regione.lombardia.it
020015,comunedicastelgoffredo.mn@legalmail.it
020016,comune.castellucchio@pec.regione.lombardia.it
020017,protocollo@pec.comune.castiglione.mn.it
020018,comune.cavriana@pec.it
020019,ceresara.mn@legalmail.it
020020,comune.commessaggio@pec.regione.lombardia.it
020021,comune.curtatone@legalmail.it
020022,segreteria.comune.dosolo@pec.regione.lombardia.it
020024,comune.gazoldoippoliti@pec.regione.lombardia.it
020025,comune.gazzuolo@pec.regione.lombardia.it
020026,comune.goito@pec.regione.lombardia.it
020027,gonzaga.mn@legalmail.it
020028,guidizzolo.mn@legalmail.it
020029,comune.magnacavallo@pec.regione.lombardia.it
020030,comune.mantova.aoo@legalmail.it
020031,marcaria.mn@legalmail.it
020032,comune.mariana-mantovana@pec.regione.lombardia.it
020033,protocollo@comunemarmirolo.legalmail.it
020034,medole.mn@legalmail.it
020035,comune.moglia@pec.regione.lombardia.it
020036,monzambano.mn@legalmail.it
020037,servizi.amministrativi@pec.comune.motteggiana.mn.it
020038,comune.ostiglia@pec.regione.lombardia.it
020039,pegognaga.mn@legalmail.it
020041,protocollo@pec.comune.piubega.mn.it
020042,comune.poggiorusco@pec.regione.lombardia.it
020043,comune.pomponesco@pec.regione.lombardia.it
020044,protocollo.comune.pontisulmincio@dominiopec.it
020045,comuneportomantovano@legalmail.it
020046,comunequingentole@pec.it
020047,comune.quistello@pec.regione.lombardia.it
020048,redondesco@postemailcertificata.it
020050,comune.rivarolo.mn@legalmail.it
020051,comune.rodigo@pec.regione.lombardia.it
020052,protocollo.comune.roncoferraro@pec.regione.lombardia.it
020053,roverbella.mn@legalmail.it
020054,comune.sabbioneta@pec.regione.lombardia.it
020055,protocollo.sanbenedetto@legalmailpa.it
020056,comune.sangiacomodellesegnate@legalmail.it
020057,comune.sangiorgio-bigarello@pec.regione.lombardia.it
020058,comune.sangiovannideldosso@pec.regione.lombardia.it
020059,comune.sanmartinodallargine@pec.regione.lombardia.it
020060,info@pec.comune.schivenoglia.mn.it
020061,segreteria@pec.comune.sermide.mn.it
020062,comune.serravalleapo@pec.regione.lombardia.it
020063,protocollo.comune.solferino@pec.regione.lombardia.it
020064,comunesustinente@pec.it
020065,protocollo@comune.suzzara.mn.legalmail.it
020066,urp@pec.comune.viadana.mn.it
020068,comune.villimpenta@pec.regione.lombardia.it
020070,voltamantovana.mn@legalmail.it
020071,protocollo@pec.borgovirgilio.gov.it
020072,protocollo@pec.comune.borgomantovano.mn.it
020073,protocollo@pec.comune.borgocarbonara.mn.it
021001,aldein.aldino@legalmail.it
021002,andrian.andriano@legalmail.it
021003,altrei.anterivo@legalmail.it
021004,eppan.appiano@legalmail.it
021005,hafling-avelengo.bz@legalmail.it
021006,abtei.badia@legalmail.it
021007,barbian.barbiano@legalmail.it
021008,bz@legalmail.it
021009,prags.braies@legalmail.it
021010,brenner.brennero@legalmail.it
021011,brixen.bressanone@legalmail.it
021012,branzoll.bronzolo@legalmail.it
021013,bruneck.brunico@legalmail.it
021014,kuens.caines@legalmail.it
021015,kaltern.caldaro@legalmail.it
021016,freienfeld.campoditrens@legalmail.it
021017,sandintaufers.campotures@legalmail.it
021018,kastelbell.castelbello@legalmail.it
021019,ev.kastelruth@pec.rolmail.net
021020,tscherms.cermes@legalmail.it
021021,kiens.chienes@legalmail.it
021022,klausen.chiusa@legalmail.it
021023,karneid.cornedo@legalmail.it
021024,kurtatsch.cortaccia@legalmail.it
021025,kurtinig.cortina@legalmail.it
021026,corvara@legalmail.it
021027,graun.curon@legalmail.it
